frame_path,label,split,dataset
datasets\ucf_crime\Train\NormalVideos\Normal_Videos530_x264_26480.png,0,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_9\NV_9_f00001.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos308_x264_138170.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos551_x264_20260.png,0,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting016_x264_760.png,1,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_165\NV_165_f00004.jpg,0,train,rlvs
outputs\frames\rlvs\train\violence\V_840\V_840_f00001.jpg,1,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_516\NV_516_f00000.jpg,0,train,rlvs
outputs\frames\rlvs\train\violence\V_805\V_805_f00000.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos283_x264_8800.png,0,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting034_x264_490.png,1,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_803\NV_803_f00000.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos666_x264_81770.png,0,train,ucf
datasets\ucf_crime\Train\Abuse\Abuse020_x264_740.png,1,train,ucf
datasets\ucf_crime\Train\Assault\Assault028_x264_2150.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos530_x264_22800.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos769_x264_26280.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos540_x264_71450.png,0,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_936\NV_936_f00002.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos492_x264_34540.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_391\V_391_f00001.jpg,1,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_575\NV_575_f00002.jpg,0,train,rlvs
datasets\ucf_crime\Train\Abuse\Abuse049_x264_130.png,1,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_780\NV_780_f00001.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos551_x264_19100.png,0,train,ucf
datasets\ucf_crime\Train\Abuse\Abuse039_x264_9530.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos437_x264_170.png,0,train,ucf
datasets\ucf_crime\Train\Abuse\Abuse032_x264_2120.png,1,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_711\NV_711_f00003.jpg,0,train,rlvs
datasets\ucf_crime\Train\Abuse\Abuse011_x264_370.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos633_x264_248920.png,0,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting049_x264_40.png,1,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_764\NV_764_f00004.jpg,0,train,rlvs
outputs\frames\rlvs\train\violence\V_574\V_574_f00004.jpg,1,train,rlvs
datasets\ucf_crime\Train\Abuse\Abuse042_x264_8460.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos450_x264_71180.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos946_x264_195150.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_789\V_789_f00295.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos946_x264_26270.png,0,train,ucf
outputs\frames\scvd\train\violence\Weaponized569\Weaponized569_f00000.jpg,1,train,scvd
outputs\frames\rlvs\train\violence\V_170\V_170_f00001.jpg,1,train,rlvs
outputs\frames\rlvs\train\violence\V_518\V_518_f00000.jpg,1,train,rlvs
outputs\frames\rlvs\train\violence\V_915\V_915_f00002.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos687_x264_19960.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos533_x264_29300.png,0,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting045_x264_1250.png,1,train,ucf
outputs\frames\rlvs\train\violence\V_265\V_265_f00003.jpg,1,train,rlvs
outputs\frames\rlvs\train\violence\V_789\V_789_f00202.jpg,1,train,rlvs
outputs\frames\scvd\train\nonviolence\Normal622\Normal622_f00000.jpg,0,train,scvd
datasets\ucf_crime\Train\Abuse\Abuse043_x264_360.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos633_x264_304580.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_187\V_187_f00004.jpg,1,train,rlvs
outputs\frames\scvd\train\violence\Violence843\Violence843_f00000.jpg,1,train,scvd
datasets\ucf_crime\Train\NormalVideos\Normal_Videos579_x264_4320.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_534\V_534_f00000.jpg,1,train,rlvs
datasets\ucf_crime\Train\Fighting\Fighting050_x264_2940.png,1,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_740\NV_740_f00004.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos307_x264_321190.png,0,train,ucf
datasets\ucf_crime\Train\Assault\Assault044_x264_410.png,1,train,ucf
datasets\ucf_crime\Train\Abuse\Abuse006_x264_220.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos740_x264_710.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_789\V_789_f00357.jpg,1,train,rlvs
outputs\frames\scvd\train\violence\Violence366\Violence366_f00000.jpg,1,train,scvd
outputs\frames\scvd\train\violence\Weaponized301\Weaponized301_f00000.jpg,1,train,scvd
datasets\ucf_crime\Train\Abuse\Abuse015_x264_5960.png,1,train,ucf
datasets\ucf_crime\Train\Assault\Assault016_x264_6580.png,1,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_546\NV_546_f00002.jpg,0,train,rlvs
outputs\frames\rlvs\train\violence\V_980\V_980_f00004.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos529_x264_13000.png,0,train,ucf
outputs\frames\scvd\train\violence\Weaponized266\Weaponized266_f00000.jpg,1,train,scvd
outputs\frames\scvd\train\nonviolence\Normal145\Normal145_f00000.jpg,0,train,scvd
outputs\frames\rlvs\train\violence\V_23\V_23_f00003.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos308_x264_657940.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_468\V_468_f00002.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos525_x264_12100.png,0,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting050_x264_23880.png,1,train,ucf
outputs\frames\rlvs\train\violence\V_789\V_789_f00017.jpg,1,train,rlvs
datasets\ucf_crime\Train\Assault\Assault026_x264_540.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos425_x264_103380.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_82\V_82_f00002.jpg,1,train,rlvs
outputs\frames\scvd\train\nonviolence\Normal298\Normal298_f00000.jpg,0,train,scvd
datasets\ucf_crime\Train\NormalVideos\Normal_Videos490_x264_440.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos520_x264_34490.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_284\V_284_f00004.jpg,1,train,rlvs
datasets\ucf_crime\Train\Abuse\Abuse010_x264_410.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos308_x264_238430.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_737\V_737_f00004.jpg,1,train,rlvs
datasets\ucf_crime\Train\Abuse\Abuse012_x264_2890.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos633_x264_378950.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_167\V_167_f00004.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos214_x264_5120.png,0,train,ucf
outputs\frames\scvd\train\violence\Weaponized499\Weaponized499_f00000.jpg,1,train,scvd
outputs\frames\rlvs\train\violence\V_324\V_324_f00004.jpg,1,train,rlvs
outputs\frames\rlvs\train\violence\V_650\V_650_f00000.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos079_x264_650.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos307_x264_63970.png,0,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_748\NV_748_f00004.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos565_x264_21640.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos172_x264_8610.png,0,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting020_x264_120.png,1,train,ucf
outputs\frames\rlvs\train\violence\V_599\V_599_f00001.jpg,1,train,rlvs
outputs\frames\rlvs\train\violence\V_196\V_196_f00004.jpg,1,train,rlvs
outputs\frames\rlvs\train\violence\V_789\V_789_f00020.jpg,1,train,rlvs
datasets\ucf_crime\Train\Abuse\Abuse039_x264_12350.png,1,train,ucf
outputs\frames\rlvs\train\violence\V_557\V_557_f00002.jpg,1,train,rlvs
outputs\frames\rlvs\train\violence\V_206\V_206_f00005.jpg,1,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_637\NV_637_f00001.jpg,0,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_53\NV_53_f00003.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos681_x264_290.png,0,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_468\NV_468_f00001.jpg,0,train,rlvs
outputs\frames\rlvs\train\violence\V_300\V_300_f00006.jpg,1,train,rlvs
datasets\ucf_crime\Train\Assault\Assault001_x264_460.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos449_x264_51720.png,0,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_774\NV_774_f00004.jpg,0,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_870\NV_870_f00003.jpg,0,train,rlvs
outputs\frames\scvd\train\nonviolence\Normal406\Normal406_f00000.jpg,0,train,scvd
datasets\ucf_crime\Train\NormalVideos\Normal_Videos308_x264_820970.png,0,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_402\NV_402_f00001.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos133_x264_1620.png,0,train,ucf
datasets\ucf_crime\Train\Abuse\Abuse003_x264_360.png,1,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_82\NV_82_f00000.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos138_x264_61140.png,0,train,ucf
outputs\frames\scvd\train\violence\Violence025\Violence025_f00000.jpg,1,train,scvd
datasets\ucf_crime\Train\Fighting\Fighting004_x264_12230.png,1,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_372\NV_372_f00002.jpg,0,train,rlvs
outputs\frames\scvd\train\violence\Weaponized782\Weaponized782_f00000.jpg,1,train,scvd
outputs\frames\rlvs\train\violence\V_571\V_571_f00004.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos666_x264_33670.png,0,train,ucf
datasets\ucf_crime\Train\Assault\Assault030_x264_1110.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos308_x264_589640.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_789\V_789_f00106.jpg,1,train,rlvs
outputs\frames\rlvs\train\violence\V_91\V_91_f00004.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos323_x264_20670.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_136\V_136_f00000.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos687_x264_6790.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos308_x264_857070.png,0,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting051_x264_600.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos946_x264_134100.png,0,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting041_x264_27700.png,1,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_598\NV_598_f00004.jpg,0,train,rlvs
datasets\ucf_crime\Train\Fighting\Fighting014_x264_3310.png,1,train,ucf
outputs\frames\rlvs\train\violence\V_202\V_202_f00000.jpg,1,train,rlvs
outputs\frames\scvd\train\nonviolence\Normal131\Normal131_f00000.jpg,0,train,scvd
datasets\ucf_crime\Train\NormalVideos\Normal_Videos548_x264_35470.png,0,train,ucf
outputs\frames\scvd\train\violence\Weaponized136\Weaponized136_f00000.jpg,1,train,scvd
outputs\frames\rlvs\train\nonviolence\NV_713\NV_713_f00004.jpg,0,train,rlvs
outputs\frames\scvd\train\violence\Violence873\Violence873_f00000.jpg,1,train,scvd
outputs\frames\rlvs\train\nonviolence\NV_819\NV_819_f00003.jpg,0,train,rlvs
outputs\frames\rlvs\train\violence\V_789\V_789_f00087.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos475_x264_4960.png,0,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_723\NV_723_f00001.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos090_x264_31500.png,0,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_487\NV_487_f00000.jpg,0,train,rlvs
outputs\frames\scvd\train\violence\Violence676\Violence676_f00000.jpg,1,train,scvd
outputs\frames\rlvs\train\nonviolence\NV_578\NV_578_f00002.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos632_x264_11470.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos560_x264_3180.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos946_x264_157350.png,0,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_138\NV_138_f00002.jpg,0,train,rlvs
datasets\ucf_crime\Train\Fighting\Fighting045_x264_2790.png,1,train,ucf
outputs\frames\rlvs\train\violence\V_302\V_302_f00002.jpg,1,train,rlvs
datasets\ucf_crime\Train\Abuse\Abuse033_x264_2440.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos308_x264_377720.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos425_x264_165850.png,0,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_908\NV_908_f00000.jpg,0,train,rlvs
outputs\frames\rlvs\train\violence\V_474\V_474_f00002.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos307_x264_235960.png,0,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_509\NV_509_f00001.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos785_x264_30870.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos308_x264_936410.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_323\V_323_f00001.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos947_x264_60340.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos338_x264_490.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos471_x264_112460.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos035_x264_4020.png,0,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_684\NV_684_f00001.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos308_x264_169810.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos642_x264_40870.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_789\V_789_f00244.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos472_x264_15230.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_539\V_539_f00004.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos544_x264_46350.png,0,train,ucf
outputs\frames\scvd\train\nonviolence\Normal166\Normal166_f00000.jpg,0,train,scvd
outputs\frames\scvd\train\violence\Violence904\Violence904_f00000.jpg,1,train,scvd
outputs\frames\rlvs\train\violence\V_261\V_261_f00001.jpg,1,train,rlvs
outputs\frames\rlvs\train\violence\V_631\V_631_f00002.jpg,1,train,rlvs
outputs\frames\scvd\train\violence\Weaponized635\Weaponized635_f00000.jpg,1,train,scvd
datasets\ucf_crime\Train\NormalVideos\Normal_Videos308_x264_153380.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos630_x264_43210.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos308_x264_704850.png,0,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting045_x264_5490.png,1,train,ucf
datasets\ucf_crime\Train\Assault\Assault049_x264_1120.png,1,train,ucf
datasets\ucf_crime\Train\Abuse\Abuse005_x264_630.png,1,train,ucf
datasets\ucf_crime\Train\Abuse\Abuse048_x264_1130.png,1,train,ucf
outputs\frames\scvd\train\nonviolence\Normal369\Normal369_f00000.jpg,0,train,scvd
outputs\frames\rlvs\train\nonviolence\NV_764\NV_764_f00001.jpg,0,train,rlvs
outputs\frames\scvd\train\nonviolence\Normal677\Normal677_f00000.jpg,0,train,scvd
datasets\ucf_crime\Train\Abuse\Abuse008_x264_7580.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos547_x264_89680.png,0,train,ucf
outputs\frames\scvd\train\violence\Violence011\Violence011_f00000.jpg,1,train,scvd
outputs\frames\scvd\train\violence\Weaponized396\Weaponized396_f00000.jpg,1,train,scvd
datasets\ucf_crime\Train\NormalVideos\Normal_Videos946_x264_218800.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos472_x264_62000.png,0,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting050_x264_23510.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos548_x264_29450.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos226_x264_850.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos136_x264_98590.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos450_x264_40260.png,0,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting036_x264_3500.png,1,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_226\NV_226_f00000.jpg,0,train,rlvs
outputs\frames\rlvs\train\violence\V_972\V_972_f00002.jpg,1,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_529\NV_529_f00001.jpg,0,train,rlvs
datasets\ucf_crime\Train\Abuse\Abuse021_x264_100.png,1,train,ucf
outputs\frames\rlvs\train\violence\V_307\V_307_f00003.jpg,1,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_44\NV_44_f00001.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos139_x264_17250.png,0,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting041_x264_20590.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos308_x264_701580.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_223\V_223_f00005.jpg,1,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_540\NV_540_f00000.jpg,0,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_76\NV_76_f00002.jpg,0,train,rlvs
outputs\frames\rlvs\train\violence\V_611\V_611_f00000.jpg,1,train,rlvs
outputs\frames\rlvs\train\violence\V_716\V_716_f00003.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos031_x264_1810.png,0,train,ucf
datasets\ucf_crime\Train\Assault\Assault008_x264_6310.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos137_x264_21000.png,0,train,ucf
datasets\ucf_crime\Train\Assault\Assault047_x264_70.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos787_x264_4700.png,0,train,ucf
outputs\frames\scvd\train\violence\Violence838\Violence838_f00000.jpg,1,train,scvd
datasets\ucf_crime\Train\NormalVideos\Normal_Videos713_x264_20390.png,0,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_992\NV_992_f00125.jpg,0,train,rlvs
datasets\ucf_crime\Train\Assault\Assault046_x264_790.png,1,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting010_x264_2430.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos556_x264_40900.png,0,train,ucf
datasets\ucf_crime\Train\Abuse\Abuse004_x264_900.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos547_x264_77880.png,0,train,ucf
datasets\ucf_crime\Train\Abuse\Abuse026_x264_900.png,1,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_19\NV_19_f00001.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos785_x264_37050.png,0,train,ucf
outputs\frames\scvd\train\violence\Weaponized655\Weaponized655_f00000.jpg,1,train,scvd
datasets\ucf_crime\Train\Fighting\Fighting040_x264_1810.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos540_x264_33100.png,0,train,ucf
outputs\frames\scvd\train\nonviolence\Normal139\Normal139_f00000.jpg,0,train,scvd
outputs\frames\rlvs\train\violence\V_173\V_173_f00001.jpg,1,train,rlvs
outputs\frames\rlvs\train\violence\V_163\V_163_f00001.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos547_x264_149420.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos473_x264_4370.png,0,train,ucf
datasets\ucf_crime\Train\Assault\Assault048_x264_690.png,1,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting024_x264_6360.png,1,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting051_x264_1950.png,1,train,ucf
outputs\frames\rlvs\train\violence\V_987\V_987_f00002.jpg,1,train,rlvs
datasets\ucf_crime\Train\Fighting\Fighting019_x264_230.png,1,train,ucf
outputs\frames\rlvs\train\violence\V_666\V_666_f00004.jpg,1,train,rlvs
outputs\frames\rlvs\train\violence\V_386\V_386_f00005.jpg,1,train,rlvs
datasets\ucf_crime\Train\Abuse\Abuse043_x264_3780.png,1,train,ucf
outputs\frames\rlvs\train\violence\V_917\V_917_f00002.jpg,1,train,rlvs
datasets\ucf_crime\Train\Fighting\Fighting050_x264_6450.png,1,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting041_x264_6240.png,1,train,ucf
datasets\ucf_crime\Train\Assault\Assault009_x264_3120.png,1,train,ucf
outputs\frames\rlvs\train\violence\V_818\V_818_f00000.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos633_x264_301640.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_178\V_178_f00004.jpg,1,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_992\NV_992_f00018.jpg,0,train,rlvs
outputs\frames\rlvs\train\violence\V_805\V_805_f00001.jpg,1,train,rlvs
outputs\frames\scvd\train\nonviolence\Normal747\Normal747_f00000.jpg,0,train,scvd
outputs\frames\rlvs\train\nonviolence\NV_590\NV_590_f00004.jpg,0,train,rlvs
datasets\ucf_crime\Train\Abuse\Abuse042_x264_10860.png,1,train,ucf
datasets\ucf_crime\Train\Abuse\Abuse043_x264_570.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos369_x264_3320.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_437\V_437_f00000.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos529_x264_28560.png,0,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_746\NV_746_f00001.jpg,0,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_609\NV_609_f00003.jpg,0,train,rlvs
outputs\frames\scvd\train\violence\Violence918\Violence918_f00000.jpg,1,train,scvd
outputs\frames\scvd\train\nonviolence\Normal403\Normal403_f00000.jpg,0,train,scvd
datasets\ucf_crime\Train\Fighting\Fighting048_x264_1140.png,1,train,ucf
datasets\ucf_crime\Train\Abuse\Abuse045_x264_2960.png,1,train,ucf
outputs\frames\rlvs\train\violence\V_215\V_215_f00005.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos713_x264_17690.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos689_x264_20970.png,0,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting002_x264_730.png,1,train,ucf
outputs\frames\rlvs\train\violence\V_24\V_24_f00006.jpg,1,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_789\NV_789_f00002.jpg,0,train,rlvs
outputs\frames\scvd\train\nonviolence\Normal367\Normal367_f00000.jpg,0,train,scvd
outputs\frames\rlvs\train\nonviolence\NV_99\NV_99_f00003.jpg,0,train,rlvs
outputs\frames\rlvs\train\violence\V_975\V_975_f00001.jpg,1,train,rlvs
datasets\ucf_crime\Train\Fighting\Fighting050_x264_9600.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos854_x264_6630.png,0,train,ucf
outputs\frames\scvd\train\nonviolence\Normal051\Normal051_f00000.jpg,0,train,scvd
datasets\ucf_crime\Train\Abuse\Abuse012_x264_3150.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos009_x264_150.png,0,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_773\NV_773_f00001.jpg,0,train,rlvs
datasets\ucf_crime\Train\Assault\Assault037_x264_100.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos537_x264_2530.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_860\V_860_f00004.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos161_x264_1290.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos383_x264_190.png,0,train,ucf
outputs\frames\scvd\train\nonviolence\Normal153\Normal153_f00000.jpg,0,train,scvd
datasets\ucf_crime\Train\NormalVideos\Normal_Videos308_x264_158030.png,0,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting024_x264_5280.png,1,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_281\NV_281_f00004.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos266_x264_21180.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos687_x264_32850.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos540_x264_3970.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos642_x264_20510.png,0,train,ucf
datasets\ucf_crime\Train\Abuse\Abuse008_x264_6680.png,1,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_92\NV_92_f00002.jpg,0,train,rlvs
outputs\frames\rlvs\train\violence\V_388\V_388_f00004.jpg,1,train,rlvs
outputs\frames\rlvs\train\violence\V_329\V_329_f00001.jpg,1,train,rlvs
outputs\frames\scvd\train\violence\Violence297\Violence297_f00000.jpg,1,train,scvd
outputs\frames\rlvs\train\nonviolence\NV_734\NV_734_f00004.jpg,0,train,rlvs
outputs\frames\scvd\train\nonviolence\Normal256\Normal256_f00000.jpg,0,train,scvd
outputs\frames\scvd\train\nonviolence\Normal055\Normal055_f00000.jpg,0,train,scvd
outputs\frames\rlvs\train\nonviolence\NV_576\NV_576_f00003.jpg,0,train,rlvs
datasets\ucf_crime\Train\Assault\Assault042_x264_1580.png,1,train,ucf
datasets\ucf_crime\Train\Assault\Assault042_x264_6800.png,1,train,ucf
outputs\frames\scvd\train\violence\Violence341\Violence341_f00000.jpg,1,train,scvd
outputs\frames\rlvs\train\violence\V_608\V_608_f00001.jpg,1,train,rlvs
